Time	Work 0	Work 1	Work 2	Work 3	Work 4	Avail	Done	Remaining
302	U(75)	Y(62)	N(69)	.	.		SCLPAMQVW	BDEFGHIJKORTXZ
303	U(74)	Y(61)	N(68)	.	.		SCLPAMQVW	BDEFGHIJKORTXZ
304	U(73)	Y(60)	N(67)	.	.		SCLPAMQVW	BDEFGHIJKORTXZ
305	U(72)	Y(59)	N(66)	.	.		SCLPAMQVW	BDEFGHIJKORTXZ
306	U(71)	Y(58)	N(65)	.	.		SCLPAMQVW	BDEFGHIJKORTXZ
307	U(70)	Y(57)	N(64)	.	.		SCLPAMQVW	BDEFGHIJKORTXZ
308	U(69)	Y(56)	N(63)	.	.		SCLPAMQVW	BDEFGHIJKORTXZ
309	U(68)	Y(55)	N(62)	.	.		SCLPAMQVW	BDEFGHIJKORTXZ
310	U(67)	Y(54)	N(61)	.	.		SCLPAMQVW	BDEFGHIJKORTXZ
311	U(66)	Y(53)	N(60)	.	.		SCLPAMQVW	BDEFGHIJKORTXZ
312	U(65)	Y(52)	N(59)	.	.		SCLPAMQVW	BDEFGHIJKORTXZ
313	U(64)	Y(51)	N(58)	.	.		SCLPAMQVW	BDEFGHIJKORTXZ
314	U(63)	Y(50)	N(57)	.	.		SCLPAMQVW	BDEFGHIJKORTXZ
315	U(62)	Y(49)	N(56)	.	.		SCLPAMQVW	BDEFGHIJKORTXZ
316	U(61)	Y(48)	N(55)	.	.		SCLPAMQVW	BDEFGHIJKORTXZ
317	U(60)	Y(47)	N(54)	.	.		SCLPAMQVW	BDEFGHIJKORTXZ
318	U(59)	Y(46)	N(53)	.	.		SCLPAMQVW	BDEFGHIJKORTXZ
319	U(58)	Y(45)	N(52)	.	.		SCLPAMQVW	BDEFGHIJKORTXZ
320	U(57)	Y(44)	N(51)	.	.		SCLPAMQVW	BDEFGHIJKORTXZ
321	U(56)	Y(43)	N(50)	.	.		SCLPAMQVW	BDEFGHIJKORTXZ
322	U(55)	Y(42)	N(49)	.	.		SCLPAMQVW	BDEFGHIJKORTXZ
323	U(54)	Y(41)	N(48)	.	.		SCLPAMQVW	BDEFGHIJKORTXZ
324	U(53)	Y(40)	N(47)	.	.		SCLPAMQVW	BDEFGHIJKORTXZ
325	U(52)	Y(39)	N(46)	.	.		SCLPAMQVW	BDEFGHIJKORTXZ
326	U(51)	Y(38)	N(45)	.	.		SCLPAMQVW	BDEFGHIJKORTXZ
327	U(50)	Y(37)	N(44)	.	.		SCLPAMQVW	BDEFGHIJKORTXZ
328	U(49)	Y(36)	N(43)	.	.		SCLPAMQVW	BDEFGHIJKORTXZ
329	U(48)	Y(35)	N(42)	.	.		SCLPAMQVW	BDEFGHIJKORTXZ
330	U(47)	Y(34)	N(41)	.	.		SCLPAMQVW	BDEFGHIJKORTXZ
331	U(46)	Y(33)	N(40)	.	.		SCLPAMQVW	BDEFGHIJKORTXZ
332	U(45)	Y(32)	N(39)	.	.		SCLPAMQVW	BDEFGHIJKORTXZ
333	U(44)	Y(31)	N(38)	.	.		SCLPAMQVW	BDEFGHIJKORTXZ
334	U(43)	Y(30)	N(37)	.	.		SCLPAMQVW	BDEFGHIJKORTXZ
335	U(42)	Y(29)	N(36)	.	.		SCLPAMQVW	BDEFGHIJKORTXZ
336	U(41)	Y(28)	N(35)	.	.		SCLPAMQVW	BDEFGHIJKORTXZ
337	U(40)	Y(27)	N(34)	.	.		SCLPAMQVW	BDEFGHIJKORTXZ
338	U(39)	Y(26)	N(33)	.	.		SCLPAMQVW	BDEFGHIJKORTXZ
339	U(38)	Y(25)	N(32)	.	.		SCLPAMQVW	BDEFGHIJKORTXZ
340	U(37)	Y(24)	N(31)	.	.		SCLPAMQVW	BDEFGHIJKORTXZ
341	U(36)	Y(23)	N(30)	.	.		SCLPAMQVW	BDEFGHIJKORTXZ
342	U(35)	Y(22)	N(29)	.	.		SCLPAMQVW	BDEFGHIJKORTXZ
343	U(34)	Y(21)	N(28)	.	.		SCLPAMQVW	BDEFGHIJKORTXZ
344	U(33)	Y(20)	N(27)	.	.		SCLPAMQVW	BDEFGHIJKORTXZ
345	U(32)	Y(19)	N(26)	.	.		SCLPAMQVW	BDEFGHIJKORTXZ
346	U(31)	Y(18)	N(25)	.	.		SCLPAMQVW	BDEFGHIJKORTXZ
347	U(30)	Y(17)	N(24)	.	.		SCLPAMQVW	BDEFGHIJKORTXZ
348	U(29)	Y(16)	N(23)	.	.		SCLPAMQVW	BDEFGHIJKORTXZ
349	U(28)	Y(15)	N(22)	.	.		SCLPAMQVW	BDEFGHIJKORTXZ
350	U(27)	Y(14)	N(21)	.	.		SCLPAMQVW	BDEFGHIJKORTXZ
351	U(26)	Y(13)	N(20)	.	.		SCLPAMQVW	BDEFGHIJKORTXZ
352	U(25)	Y(12)	N(19)	.	.		SCLPAMQVW	BDEFGHIJKORTXZ
353	U(24)	Y(11)	N(18)	.	.		SCLPAMQVW	BDEFGHIJKORTXZ
354	U(23)	Y(10)	N(17)	.	.		SCLPAMQVW	BDEFGHIJKORTXZ
355	U(22)	Y(9)	N(16)	.	.		SCLPAMQVW	BDEFGHIJKORTXZ
356	U(21)	Y(8)	N(15)	.	.		SCLPAMQVW	BDEFGHIJKORTXZ
357	U(20)	Y(7)	N(14)	.	.		SCLPAMQVW	BDEFGHIJKORTXZ
358	U(19)	Y(6)	N(13)	.	.		SCLPAMQVW	BDEFGHIJKORTXZ
359	U(18)	Y(5)	N(12)	.	.		SCLPAMQVW	BDEFGHIJKORTXZ
360	U(17)	Y(4)	N(11)	.	.		SCLPAMQVW	BDEFGHIJKORTXZ
361	U(16)	Y(3)	N(10)	.	.		SCLPAMQVW	BDEFGHIJKORTXZ
362	U(15)	Y(2)	N(9)	.	.		SCLPAMQVW	BDEFGHIJKORTXZ
363	U(14)	Y(1)	N(8)	.	.		SCLPAMQVW	BDEFGHIJKORTXZ
364	U(13)	.	N(7)	.	.		SCLPAMQVWY	BDEFGHIJKORTXZ
365	U(12)	.	N(6)	.	.		SCLPAMQVWY	BDEFGHIJKORTXZ
366	U(11)	.	N(5)	.	.		SCLPAMQVWY	BDEFGHIJKORTXZ
367	U(10)	.	N(4)	.	.		SCLPAMQVWY	BDEFGHIJKORTXZ
368	U(9)	.	N(3)	.	.		SCLPAMQVWY	BDEFGHIJKORTXZ
369	U(8)	.	N(2)	.	.		SCLPAMQVWY	BDEFGHIJKORTXZ
370	U(7)	.	N(1)	.	.		SCLPAMQVWY	BDEFGHIJKORTXZ
371	U(6)	H(68)	.	.	.		SCLPAMQVWYN	BDEFGIJKORTXZ
372	U(5)	H(67)	.	.	.		SCLPAMQVWYN	BDEFGIJKORTXZ
373	U(4)	H(66)	.	.	.		SCLPAMQVWYN	BDEFGIJKORTXZ
374	U(3)	H(65)	.	.	.		SCLPAMQVWYN	BDEFGIJKORTXZ
375	U(2)	H(64)	.	.	.		SCLPAMQVWYN	BDEFGIJKORTXZ
376	U(1)	H(63)	.	.	.		SCLPAMQVWYN	BDEFGIJKORTXZ
377	.	H(62)	.	.	.		SCLPAMQVWYNU	BDEFGIJKORTXZ
378	.	H(61)	.	.	.		SCLPAMQVWYNU	BDEFGIJKORTXZ
379	.	H(60)	.	.	.		SCLPAMQVWYNU	BDEFGIJKORTXZ
380	.	H(59)	.	.	.		SCLPAMQVWYNU	BDEFGIJKORTXZ
381	.	H(58)	.	.	.		SCLPAMQVWYNU	BDEFGIJKORTXZ
382	.	H(57)	.	.	.		SCLPAMQVWYNU	BDEFGIJKORTXZ
383	.	H(56)	.	.	.		SCLPAMQVWYNU	BDEFGIJKORTXZ
384	.	H(55)	.	.	.		SCLPAMQVWYNU	BDEFGIJKORTXZ
385	.	H(54)	.	.	.		SCLPAMQVWYNU	BDEFGIJKORTXZ
386	.	H(53)	.	.	.		SCLPAMQVWYNU	BDEFGIJKORTXZ
387	.	H(52)	.	.	.		SCLPAMQVWYNU	BDEFGIJKORTXZ
388	.	H(51)	.	.	.		SCLPAMQVWYNU	BDEFGIJKORTXZ
389	.	H(50)	.	.	.		SCLPAMQVWYNU	BDEFGIJKORTXZ
390	.	H(49)	.	.	.		SCLPAMQVWYNU	BDEFGIJKORTXZ
391	.	H(48)	.	.	.		SCLPAMQVWYNU	BDEFGIJKORTXZ
392	.	H(47)	.	.	.		SCLPAMQVWYNU	BDEFGIJKORTXZ
393	.	H(46)	.	.	.		SCLPAMQVWYNU	BDEFGIJKORTXZ
394	.	H(45)	.	.	.		SCLPAMQVWYNU	BDEFGIJKORTXZ
395	.	H(44)	.	.	.		SCLPAMQVWYNU	BDEFGIJKORTXZ
396	.	H(43)	.	.	.		SCLPAMQVWYNU	BDEFGIJKORTXZ
397	.	H(42)	.	.	.		SCLPAMQVWYNU	BDEFGIJKORTXZ
398	.	H(41)	.	.	.		SCLPAMQVWYNU	BDEFGIJKORTXZ
399	.	H(40)	.	.	.		SCLPAMQVWYNU	BDEFGIJKORTXZ
400	.	H(39)	.	.	.		SCLPAMQVWYNU	BDEFGIJKORTXZ
401	.	H(38)	.	.	.		SCLPAMQVWYNU	BDEFGIJKORTXZ
402	.	H(37)	.	.	.		SCLPAMQVWYNU	BDEFGIJKORTXZ
403	.	H(36)	.	.	.		SCLPAMQVWYNU	BDEFGIJKORTXZ
404	.	H(35)	.	.	.		SCLPAMQVWYNU	BDEFGIJKORTXZ
405	.	H(34)	.	.	.		SCLPAMQVWYNU	BDEFGIJKORTXZ
406	.	H(33)	.	.	.		SCLPAMQVWYNU	BDEFGIJKORTXZ
407	.	H(32)	.	.	.		SCLPAMQVWYNU	BDEFGIJKORTXZ
408	.	H(31)	.	.	.		SCLPAMQVWYNU	BDEFGIJKORTXZ
409	.	H(30)	.	.	.		SCLPAMQVWYNU	BDEFGIJKORTXZ
410	.	H(29)	.	.	.		SCLPAMQVWYNU	BDEFGIJKORTXZ
411	.	H(28)	.	.	.		SCLPAMQVWYNU	BDEFGIJKORTXZ
412	.	H(27)	.	.	.		SCLPAMQVWYNU	BDEFGIJKORTXZ
413	.	H(26)	.	.	.		SCLPAMQVWYNU	BDEFGIJKORTXZ
414	.	H(25)	.	.	.		SCLPAMQVWYNU	BDEFGIJKORTXZ
415	.	H(24)	.	.	.		SCLPAMQVWYNU	BDEFGIJKORTXZ
416	.	H(23)	.	.	.		SCLPAMQVWYNU	BDEFGIJKORTXZ
417	.	H(22)	.	.	.		SCLPAMQVWYNU	BDEFGIJKORTXZ
418	.	H(21)	.	.	.		SCLPAMQVWYNU	BDEFGIJKORTXZ
419	.	H(20)	.	.	.		SCLPAMQVWYNU	BDEFGIJKORTXZ
420	.	H(19)	.	.	.		SCLPAMQVWYNU	BDEFGIJKORTXZ
421	.	H(18)	.	.	.		SCLPAMQVWYNU	BDEFGIJKORTXZ
422	.	H(17)	.	.	.		SCLPAMQVWYNU	BDEFGIJKORTXZ
423	.	H(16)	.	.	.		SCLPAMQVWYNU	BDEFGIJKORTXZ
424	.	H(15)	.	.	.		SCLPAMQVWYNU	BDEFGIJKORTXZ
425	.	H(14)	.	.	.		SCLPAMQVWYNU	BDEFGIJKORTXZ
426	.	H(13)	.	.	.		SCLPAMQVWYNU	BDEFGIJKORTXZ
427	.	H(12)	.	.	.		SCLPAMQVWYNU	BDEFGIJKORTXZ
428	.	H(11)	.	.	.		SCLPAMQVWYNU	BDEFGIJKORTXZ
429	.	H(10)	.	.	.		SCLPAMQVWYNU	BDEFGIJKORTXZ
430	.	H(9)	.	.	.		SCLPAMQVWYNU	BDEFGIJKORTXZ
431	.	H(8)	.	.	.		SCLPAMQVWYNU	BDEFGIJKORTXZ
432	.	H(7)	.	.	.		SCLPAMQVWYNU	BDEFGIJKORTXZ
433	.	H(6)	.	.	.		SCLPAMQVWYNU	BDEFGIJKORTXZ
434	.	H(5)	.	.	.		SCLPAMQVWYNU	BDEFGIJKORTXZ
435	.	H(4)	.	.	.		SCLPAMQVWYNU	BDEFGIJKORTXZ
436	.	H(3)	.	.	.		SCLPAMQVWYNU	BDEFGIJKORTXZ
437	.	H(2)	.	.	.		SCLPAMQVWYNU	BDEFGIJKORTXZ
438	.	H(1)	.	.	.		SCLPAMQVWYNU	BDEFGIJKORTXZ
439	O(75)	.	.	.	.		SCLPAMQVWYNUH	BDEFGIJKRTXZ
440	O(74)	.	.	.	.		SCLPAMQVWYNUH	BDEFGIJKRTXZ
441	O(73)	.	.	.	.		SCLPAMQVWYNUH	BDEFGIJKRTXZ
442	O(72)	.	.	.	.		SCLPAMQVWYNUH	BDEFGIJKRTXZ
443	O(71)	.	.	.	.		SCLPAMQVWYNUH	BDEFGIJKRTXZ
444	O(70)	.	.	.	.		SCLPAMQVWYNUH	BDEFGIJKRTXZ
445	O(69)	.	.	.	.		SCLPAMQVWYNUH	BDEFGIJKRTXZ
446	O(68)	.	.	.	.		SCLPAMQVWYNUH	BDEFGIJKRTXZ
447	O(67)	.	.	.	.		SCLPAMQVWYNUH	BDEFGIJKRTXZ
448	O(66)	.	.	.	.		SCLPAMQVWYNUH	BDEFGIJKRTXZ
449	O(65)	.	.	.	.		SCLPAMQVWYNUH	BDEFGIJKRTXZ
450	O(64)	.	.	.	.		SCLPAMQVWYNUH	BDEFGIJKRTXZ
451	O(63)	.	.	.	.		SCLPAMQVWYNUH	BDEFGIJKRTXZ
452	O(62)	.	.	.	.		SCLPAMQVWYNUH	BDEFGIJKRTXZ
453	O(61)	.	.	.	.		SCLPAMQVWYNUH	BDEFGIJKRTXZ
454	O(60)	.	.	.	.		SCLPAMQVWYNUH	BDEFGIJKRTXZ
455	O(59)	.	.	.	.		SCLPAMQVWYNUH	BDEFGIJKRTXZ
456	O(58)	.	.	.	.		SCLPAMQVWYNUH	BDEFGIJKRTXZ
457	O(57)	.	.	.	.		SCLPAMQVWYNUH	BDEFGIJKRTXZ
458	O(56)	.	.	.	.		SCLPAMQVWYNUH	BDEFGIJKRTXZ
459	O(55)	.	.	.	.		SCLPAMQVWYNUH	BDEFGIJKRTXZ
460	O(54)	.	.	.	.		SCLPAMQVWYNUH	BDEFGIJKRTXZ
461	O(53)	.	.	.	.		SCLPAMQVWYNUH	BDEFGIJKRTXZ
462	O(52)	.	.	.	.		SCLPAMQVWYNUH	BDEFGIJKRTXZ
463	O(51)	.	.	.	.		SCLPAMQVWYNUH	BDEFGIJKRTXZ
464	O(50)	.	.	.	.		SCLPAMQVWYNUH	BDEFGIJKRTXZ
465	O(49)	.	.	.	.		SCLPAMQVWYNUH	BDEFGIJKRTXZ
466	O(48)	.	.	.	.		SCLPAMQVWYNUH	BDEFGIJKRTXZ
467	O(47)	.	.	.	.		SCLPAMQVWYNUH	BDEFGIJKRTXZ
468	O(46)	.	.	.	.		SCLPAMQVWYNUH	BDEFGIJKRTXZ
469	O(45)	.	.	.	.		SCLPAMQVWYNUH	BDEFGIJKRTXZ
470	O(44)	.	.	.	.		SCLPAMQVWYNUH	BDEFGIJKRTXZ
471	O(43)	.	.	.	.		SCLPAMQVWYNUH	BDEFGIJKRTXZ
472	O(42)	.	.	.	.		SCLPAMQVWYNUH	BDEFGIJKRTXZ
473	O(41)	.	.	.	.		SCLPAMQVWYNUH	BDEFGIJKRTXZ
474	O(40)	.	.	.	.		SCLPAMQVWYNUH	BDEFGIJKRTXZ
475	O(39)	.	.	.	.		SCLPAMQVWYNUH	BDEFGIJKRTXZ
476	O(38)	.	.	.	.		SCLPAMQVWYNUH	BDEFGIJKRTXZ
477	O(37)	.	.	.	.		SCLPAMQVWYNUH	BDEFGIJKRTXZ
478	O(36)	.	.	.	.		SCLPAMQVWYNUH	BDEFGIJKRTXZ
479	O(35)	.	.	.	.		SCLPAMQVWYNUH	BDEFGIJKRTXZ
480	O(34)	.	.	.	.		SCLPAMQVWYNUH	BDEFGIJKRTXZ
481	O(33)	.	.	.	.		SCLPAMQVWYNUH	BDEFGIJKRTXZ
482	O(32)	.	.	.	.		SCLPAMQVWYNUH	BDEFGIJKRTXZ
483	O(31)	.	.	.	.		SCLPAMQVWYNUH	BDEFGIJKRTXZ
484	O(30)	.	.	.	.		SCLPAMQVWYNUH	BDEFGIJKRTXZ
485	O(29)	.	.	.	.		SCLPAMQVWYNUH	BDEFGIJKRTXZ
486	O(28)	.	.	.	.		SCLPAMQVWYNUH	BDEFGIJKRTXZ
487	O(27)	.	.	.	.		SCLPAMQVWYNUH	BDEFGIJKRTXZ
488	O(26)	.	.	.	.		SCLPAMQVWYNUH	BDEFGIJKRTXZ
489	O(25)	.	.	.	.		SCLPAMQVWYNUH	BDEFGIJKRTXZ
490	O(24)	.	.	.	.		SCLPAMQVWYNUH	BDEFGIJKRTXZ
491	O(23)	.	.	.	.		SCLPAMQVWYNUH	BDEFGIJKRTXZ
492	O(22)	.	.	.	.		SCLPAMQVWYNUH	BDEFGIJKRTXZ
493	O(21)	.	.	.	.		SCLPAMQVWYNUH	BDEFGIJKRTXZ
494	O(20)	.	.	.	.		SCLPAMQVWYNUH	BDEFGIJKRTXZ
495	O(19)	.	.	.	.		SCLPAMQVWYNUH	BDEFGIJKRTXZ
496	O(18)	.	.	.	.		SCLPAMQVWYNUH	BDEFGIJKRTXZ
497	O(17)	.	.	.	.		SCLPAMQVWYNUH	BDEFGIJKRTXZ
498	O(16)	.	.	.	.		SCLPAMQVWYNUH	BDEFGIJKRTXZ
499	O(15)	.	.	.	.		SCLPAMQVWYNUH	BDEFGIJKRTXZ
500	O(14)	.	.	.	.		SCLPAMQVWYNUH	BDEFGIJKRTXZ
501	O(13)	.	.	.	.		SCLPAMQVWYNUH	BDEFGIJKRTXZ
502	O(12)	.	.	.	.		SCLPAMQVWYNUH	BDEFGIJKRTXZ
503	O(11)	.	.	.	.		SCLPAMQVWYNUH	BDEFGIJKRTXZ
504	O(10)	.	.	.	.		SCLPAMQVWYNUH	BDEFGIJKRTXZ
505	O(9)	.	.	.	.		SCLPAMQVWYNUH	BDEFGIJKRTXZ
506	O(8)	.	.	.	.		SCLPAMQVWYNUH	BDEFGIJKRTXZ
507	O(7)	.	.	.	.		SCLPAMQVWYNUH	BDEFGIJKRTXZ
508	O(6)	.	.	.	.		SCLPAMQVWYNUH	BDEFGIJKRTXZ
509	O(5)	.	.	.	.		SCLPAMQVWYNUH	BDEFGIJKRTXZ
510	O(4)	.	.	.	.		SCLPAMQVWYNUH	BDEFGIJKRTXZ
511	O(3)	.	.	.	.		SCLPAMQVWYNUH	BDEFGIJKRTXZ
512	O(2)	.	.	.	.		SCLPAMQVWYNUH	BDEFGIJKRTXZ
513	O(1)	.	.	.	.		SCLPAMQVWYNUH	BDEFGIJKRTXZ
514	D(64)	T(80)	.	.	.		SCLPAMQVWYNUHO	BEFGIJKRXZ
515	D(63)	T(79)	.	.	.		SCLPAMQVWYNUHO	BEFGIJKRXZ
516	D(62)	T(78)	.	.	.		SCLPAMQVWYNUHO	BEFGIJKRXZ
517	D(61)	T(77)	.	.	.		SCLPAMQVWYNUHO	BEFGIJKRXZ
518	D(60)	T(76)	.	.	.		SCLPAMQVWYNUHO	BEFGIJKRXZ
519	D(59)	T(75)	.	.	.		SCLPAMQVWYNUHO	BEFGIJKRXZ
520	D(58)	T(74)	.	.	.		SCLPAMQVWYNUHO	BEFGIJKRXZ
521	D(57)	T(73)	.	.	.		SCLPAMQVWYNUHO	BEFGIJKRXZ
522	D(56)	T(72)	.	.	.		SCLPAMQVWYNUHO	BEFGIJKRXZ
523	D(55)	T(71)	.	.	.		SCLPAMQVWYNUHO	BEFGIJKRXZ
524	D(54)	T(70)	.	.	.		SCLPAMQVWYNUHO	BEFGIJKRXZ
525	D(53)	T(69)	.	.	.		SCLPAMQVWYNUHO	BEFGIJKRXZ
526	D(52)	T(68)	.	.	.		SCLPAMQVWYNUHO	BEFGIJKRXZ
527	D(51)	T(67)	.	.	.		SCLPAMQVWYNUHO	BEFGIJKRXZ
528	D(50)	T(66)	.	.	.		SCLPAMQVWYNUHO	BEFGIJKRXZ
529	D(49)	T(65)	.	.	.		SCLPAMQVWYNUHO	BEFGIJKRXZ
530	D(48)	T(64)	.	.	.		SCLPAMQVWYNUHO	BEFGIJKRXZ
531	D(47)	T(63)	.	.	.		SCLPAMQVWYNUHO	BEFGIJKRXZ
532	D(46)	T(62)	.	.	.		SCLPAMQVWYNUHO	BEFGIJKRXZ
533	D(45)	T(61)	.	.	.		SCLPAMQVWYNUHO	BEFGIJKRXZ
534	D(44)	T(60)	.	.	.		SCLPAMQVWYNUHO	BEFGIJKRXZ
535	D(43)	T(59)	.	.	.		SCLPAMQVWYNUHO	BEFGIJKRXZ
536	D(42)	T(58)	.	.	.		SCLPAMQVWYNUHO	BEFGIJKRXZ
537	D(41)	T(57)	.	.	.		SCLPAMQVWYNUHO	BEFGIJKRXZ
538	D(40)	T(56)	.	.	.		SCLPAMQVWYNUHO	BEFGIJKRXZ
539	D(39)	T(55)	.	.	.		SCLPAMQVWYNUHO	BEFGIJKRXZ
540	D(38)	T(54)	.	.	.		SCLPAMQVWYNUHO	BEFGIJKRXZ
541	D(37)	T(53)	.	.	.		SCLPAMQVWYNUHO	BEFGIJKRXZ
542	D(36)	T(52)	.	.	.		SCLPAMQVWYNUHO	BEFGIJKRXZ
543	D(35)	T(51)	.	.	.		SCLPAMQVWYNUHO	BEFGIJKRXZ
544	D(34)	T(50)	.	.	.		SCLPAMQVWYNUHO	BEFGIJKRXZ
545	D(33)	T(49)	.	.	.		SCLPAMQVWYNUHO	BEFGIJKRXZ
546	D(32)	T(48)	.	.	.		SCLPAMQVWYNUHO	BEFGIJKRXZ
547	D(31)	T(47)	.	.	.		SCLPAMQVWYNUHO	BEFGIJKRXZ
548	D(30)	T(46)	.	.	.		SCLPAMQVWYNUHO	BEFGIJKRXZ
549	D(29)	T(45)	.	.	.		SCLPAMQVWYNUHO	BEFGIJKRXZ
550	D(28)	T(44)	.	.	.		SCLPAMQVWYNUHO	BEFGIJKRXZ
551	D(27)	T(43)	.	.	.		SCLPAMQVWYNUHO	BEFGIJKRXZ
552	D(26)	T(42)	.	.	.		SCLPAMQVWYNUHO	BEFGIJKRXZ
553	D(25)	T(41)	.	.	.		SCLPAMQVWYNUHO	BEFGIJKRXZ
554	D(24)	T(40)	.	.	.		SCLPAMQVWYNUHO	BEFGIJKRXZ
555	D(23)	T(39)	.	.	.		SCLPAMQVWYNUHO	BEFGIJKRXZ
556	D(22)	T(38)	.	.	.		SCLPAMQVWYNUHO	BEFGIJKRXZ
557	D(21)	T(37)	.	.	.		SCLPAMQVWYNUHO	BEFGIJKRXZ
558	D(20)	T(36)	.	.	.		SCLPAMQVWYNUHO	BEFGIJKRXZ
559	D(19)	T(35)	.	.	.		SCLPAMQVWYNUHO	BEFGIJKRXZ
560	D(18)	T(34)	.	.	.		SCLPAMQVWYNUHO	BEFGIJKRXZ
561	D(17)	T(33)	.	.	.		SCLPAMQVWYNUHO	BEFGIJKRXZ
562	D(16)	T(32)	.	.	.		SCLPAMQVWYNUHO	BEFGIJKRXZ
563	D(15)	T(31)	.	.	.		SCLPAMQVWYNUHO	BEFGIJKRXZ
564	D(14)	T(30)	.	.	.		SCLPAMQVWYNUHO	BEFGIJKRXZ
565	D(13)	T(29)	.	.	.		SCLPAMQVWYNUHO	BEFGIJKRXZ
566	D(12)	T(28)	.	.	.		SCLPAMQVWYNUHO	BEFGIJKRXZ
567	D(11)	T(27)	.	.	.		SCLPAMQVWYNUHO	BEFGIJKRXZ
568	D(10)	T(26)	.	.	.		SCLPAMQVWYNUHO	BEFGIJKRXZ
569	D(9)	T(25)	.	.	.		SCLPAMQVWYNUHO	BEFGIJKRXZ
570	D(8)	T(24)	.	.	.		SCLPAMQVWYNUHO	BEFGIJKRXZ
571	D(7)	T(23)	.	.	.		SCLPAMQVWYNUHO	BEFGIJKRXZ
572	D(6)	T(22)	.	.	.		SCLPAMQVWYNUHO	BEFGIJKRXZ
573	D(5)	T(21)	.	.	.		SCLPAMQVWYNUHO	BEFGIJKRXZ
574	D(4)	T(20)	.	.	.		SCLPAMQVWYNUHO	BEFGIJKRXZ
575	D(3)	T(19)	.	.	.		SCLPAMQVWYNUHO	BEFGIJKRXZ
576	D(2)	T(18)	.	.	.		SCLPAMQVWYNUHO	BEFGIJKRXZ
577	D(1)	T(17)	.	.	.		SCLPAMQVWYNUHO	BEFGIJKRXZ
578	R(78)	T(16)	.	.	.		SCLPAMQVWYNUHOD	BEFGIJKXZ
579	R(77)	T(15)	.	.	.		SCLPAMQVWYNUHOD	BEFGIJKXZ
580	R(76)	T(14)	.	.	.		SCLPAMQVWYNUHOD	BEFGIJKXZ
581	R(75)	T(13)	.	.	.		SCLPAMQVWYNUHOD	BEFGIJKXZ
582	R(74)	T(12)	.	.	.		SCLPAMQVWYNUHOD	BEFGIJKXZ
583	R(73)	T(11)	.	.	.		SCLPAMQVWYNUHOD	BEFGIJKXZ
584	R(72)	T(10)	.	.	.		SCLPAMQVWYNUHOD	BEFGIJKXZ
585	R(71)	T(9)	.	.	.		SCLPAMQVWYNUHOD	BEFGIJKXZ
586	R(70)	T(8)	.	.	.		SCLPAMQVWYNUHOD	BEFGIJKXZ
587	R(69)	T(7)	.	.	.		SCLPAMQVWYNUHOD	BEFGIJKXZ
588	R(68)	T(6)	.	.	.		SCLPAMQVWYNUHOD	BEFGIJKXZ
589	R(67)	T(5)	.	.	.		SCLPAMQVWYNUHOD	BEFGIJKXZ
590	R(66)	T(4)	.	.	.		SCLPAMQVWYNUHOD	BEFGIJKXZ
591	R(65)	T(3)	.	.	.		SCLPAMQVWYNUHOD	BEFGIJKXZ
592	R(64)	T(2)	.	.	.		SCLPAMQVWYNUHOD	BEFGIJKXZ
593	R(63)	T(1)	.	.	.		SCLPAMQVWYNUHOD	BEFGIJKXZ
594	R(62)	G(67)	.	.	.		SCLPAMQVWYNUHODT	BEFIJKXZ
595	R(61)	G(66)	.	.	.		SCLPAMQVWYNUHODT	BEFIJKXZ
596	R(60)	G(65)	.	.	.		SCLPAMQVWYNUHODT	BEFIJKXZ
597	R(59)	G(64)	.	.	.		SCLPAMQVWYNUHODT	BEFIJKXZ
598	R(58)	G(63)	.	.	.		SCLPAMQVWYNUHODT	BEFIJKXZ
599	R(57)	G(62)	.	.	.		SCLPAMQVWYNUHODT	BEFIJKXZ
600	R(56)	G(61)	.	.	.		SCLPAMQVWYNUHODT	BEFIJKXZ
601	R(55)	G(60)	.	.	.		SCLPAMQVWYNUHODT	BEFIJKXZ
602	R(54)	G(59)	.	.	.		SCLPAMQVWYNUHODT	BEFIJKXZ
603	R(53)	G(58)	.	.	.		SCLPAMQVWYNUHODT	BEFIJKXZ
604	R(52)	G(57)	.	.	.		SCLPAMQVWYNUHODT	BEFIJKXZ
605	R(51)	G(56)	.	.	.		SCLPAMQVWYNUHODT	BEFIJKXZ
606	R(50)	G(55)	.	.	.		SCLPAMQVWYNUHODT	BEFIJKXZ
607	R(49)	G(54)	.	.	.		SCLPAMQVWYNUHODT	BEFIJKXZ
608	R(48)	G(53)	.	.	.		SCLPAMQVWYNUHODT	BEFIJKXZ
609	R(47)	G(52)	.	.	.		SCLPAMQVWYNUHODT	BEFIJKXZ
610	R(46)	G(51)	.	.	.		SCLPAMQVWYNUHODT	BEFIJKXZ
611	R(45)	G(50)	.	.	.		SCLPAMQVWYNUHODT	BEFIJKXZ
612	R(44)	G(49)	.	.	.		SCLPAMQVWYNUHODT	BEFIJKXZ
613	R(43)	G(48)	.	.	.		SCLPAMQVWYNUHODT	BEFIJKXZ
614	R(42)	G(47)	.	.	.		SCLPAMQVWYNUHODT	BEFIJKXZ
615	R(41)	G(46)	.	.	.		SCLPAMQVWYNUHODT	BEFIJKXZ
616	R(40)	G(45)	.	.	.		SCLPAMQVWYNUHODT	BEFIJKXZ
